Store ID,Product ID,Date,Units Sold,Sales Revenue (USD),Discount Percentage,Marketing Spend (USD),Store Location,Product Category,Day of the Week,Holiday Effect
Spearsland,14258596,2023-07-09,14,10285.38,0,29,Brazil,Electronics,Sunday,False
Spearsland,14258596,2023-07-10,9,6612.03,0,191,Mayotte,Electronics,Monday,False
Spearsland,14258596,2023-07-11,4,2938.68,0,0,Burundi,Electronics,Tuesday,False
Spearsland,14258596,2023-07-12,10,7346.7,0,143,Romania,Electronics,Wednesday,False
Spearsland,14258596,2023-07-13,9,6612.03,0,41,Liechtenstein,Electronics,Thursday,False
Spearsland,14258596,2023-07-14,6,4408.02,0,83,Yemen,Electronics,Friday,False
Spearsland,14258596,2023-07-15,12,8816.04,0,0,Wallis and Futuna,Electronics,Saturday,False
Spearsland,14258596,2023-07-16,9,6281.43,5,106,Honduras,Electronics,Sunday,False
Spearsland,14258596,2023-07-17,3,1763.21,20,0,Ukraine,Electronics,Monday,False
Spearsland,14258596,2023-07-18,12,7934.44,10,97,Jordan,Electronics,Tuesday,False
Spearsland,14258596,2023-07-19,10,6244.7,15,29,Guinea-Bissau,Electronics,Wednesday,False
Spearsland,14258596,2023-07-20,1,734.67,0,0,South Africa,Electronics,Thursday,False
Spearsland,14258596,2023-07-21,9,6612.03,0,0,Grenada,Electronics,Friday,False
Spearsland,14258596,2023-07-22,12,8816.04,0,116,South Georgia and the South Sandwich Islands,Electronics,Saturday,False
Spearsland,14258596,2023-07-23,5,2938.68,20,0,Saint Helena,Electronics,Sunday,False
Spearsland,14258596,2023-07-24,6,4408.02,0,33,Barbados,Electronics,Monday,False
Spearsland,14258596,2023-07-25,3,2204.01,0,118,Bulgaria,Electronics,Tuesday,False
Spearsland,14258596,2023-07-26,9,6612.03,0,8,Cocos (Keeling) Islands,Electronics,Wednesday,False
Spearsland,14258596,2023-07-27,4,2938.68,0,144,Lesotho,Electronics,Thursday,False
Spearsland,14258596,2023-07-28,7,5142.69,0,0,Cape Verde,Electronics,Friday,False
Spearsland,14258596,2023-07-29,7,4114.15,20,118,Israel,Electronics,Saturday,False
Spearsland,14258596,2023-07-30,9,6612.03,0,17,Bahrain,Electronics,Sunday,False
Spearsland,14258596,2023-07-31,9,6612.03,0,0,Azerbaijan,Electronics,Monday,False
Spearsland,14258596,2023-08-01,16,11754.72,0,191,Tokelau,Electronics,Tuesday,False
Spearsland,14258596,2023-08-02,7,5142.69,0,118,Brunei Darussalam,Electronics,Wednesday,False
Spearsland,14258596,2023-08-03,10,6244.7,15,0,Romania,Electronics,Thursday,False
Spearsland,14258596,2023-08-04,7,5142.69,0,0,Cuba,Electronics,Friday,False
Spearsland,14258596,2023-08-05,5,3673.35,0,181,Sri Lanka,Electronics,Saturday,False
Spearsland,14258596,2023-08-06,10,7346.7,0,0,Dominican Republic,Electronics,Sunday,False
Spearsland,14258596,2023-08-07,4,2644.81,10,22,Guatemala,Electronics,Monday,False
Spearsland,14258596,2023-08-08,7,5142.69,0,0,Aruba,Electronics,Tuesday,False
Spearsland,14258596,2023-08-09,7,4114.15,20,116,Monaco,Electronics,Wednesday,False
Spearsland,14258596,2023-08-10,13,9550.71,0,0,Tokelau,Electronics,Thursday,False
Spearsland,14258596,2023-08-11,13,9550.71,0,0,Central African Republic,Electronics,Friday,False
Spearsland,14258596,2023-08-12,18,13224.06,0,133,Paraguay,Electronics,Saturday,False
Spearsland,14258596,2023-08-13,3,2204.01,0,167,Maldives,Electronics,Sunday,False
Spearsland,14258596,2023-08-14,10,7346.7,0,0,Vietnam,Electronics,Monday,False
Spearsland,14258596,2023-08-15,12,8816.04,0,0,United Arab Emirates,Electronics,Tuesday,False
Spearsland,14258596,2023-08-16,6,3746.82,15,134,Holy See (Vatican City State),Electronics,Wednesday,False
Spearsland,14258596,2023-08-17,7,5142.69,0,0,Jersey,Electronics,Thursday,False
Spearsland,14258596,2023-08-18,6,4408.02,0,17,Bosnia and Herzegovina,Electronics,Friday,False
Spearsland,14258596,2023-08-19,14,10285.38,0,66,Macao,Electronics,Saturday,False
Spearsland,14258596,2023-08-20,9,6612.03,0,0,Barbados,Electronics,Sunday,False
Spearsland,14258596,2023-08-21,9,6612.03,0,0,Thailand,Electronics,Monday,False
Spearsland,14258596,2023-08-22,6,4187.62,5,36,Benin,Electronics,Tuesday,False
Spearsland,14258596,2023-08-23,7,5142.69,0,6,Indonesia,Electronics,Wednesday,False
Spearsland,14258596,2023-08-24,6,4408.02,0,0,Belgium,Electronics,Thursday,False
Spearsland,14258596,2023-08-25,3,1983.61,10,22,Latvia,Electronics,Friday,False
Spearsland,14258596,2023-08-26,12,8816.04,0,0,Myanmar,Electronics,Saturday,False
Spearsland,14258596,2023-08-27,14,9771.11,5,83,Marshall Islands,Electronics,Sunday,False
Spearsland,14258596,2023-08-28,7,4371.29,15,0,Malta,Electronics,Monday,False
Spearsland,14258596,2023-08-29,9,6612.03,0,0,South Africa,Electronics,Tuesday,False
Spearsland,14258596,2023-08-30,6,4408.02,0,0,Heard Island and McDonald Islands,Electronics,Wednesday,False
Spearsland,14258596,2023-08-31,9,5620.23,15,166,Djibouti,Electronics,Thursday,False
Spearsland,14258596,2023-09-01,7,4114.15,20,0,New Caledonia,Electronics,Friday,False
Spearsland,14258596,2023-09-02,10,7346.7,0,155,Yemen,Electronics,Saturday,False
Spearsland,14258596,2023-09-03,5,3673.35,0,0,Norfolk Island,Electronics,Sunday,False
Spearsland,14258596,2023-09-04,10,7346.7,0,44,Zambia,Electronics,Monday,False
Spearsland,14258596,2023-09-05,6,4408.02,0,18,Ukraine,Electronics,Tuesday,False
Spearsland,14258596,2023-09-06,7,5142.69,0,0,Lebanon,Electronics,Wednesday,False
Spearsland,14258596,2023-09-07,7,5142.69,0,0,Gabon,Electronics,Thursday,False
Spearsland,14258596,2023-09-08,10,7346.7,0,0,Djibouti,Electronics,Friday,False
Spearsland,14258596,2023-09-09,5,2938.68,20,0,Swaziland,Electronics,Saturday,False
Spearsland,14258596,2023-09-10,12,8375.24,5,61,Barbados,Electronics,Sunday,False
Spearsland,14258596,2023-09-11,9,6612.03,0,0,Aruba,Electronics,Monday,False
Spearsland,14258596,2023-09-12,10,7346.7,0,0,Sierra Leone,Electronics,Tuesday,False
Spearsland,14258596,2023-09-13,6,4408.02,0,79,United States Minor Outlying Islands,Electronics,Wednesday,False
Spearsland,14258596,2023-09-14,7,5142.69,0,183,Algeria,Electronics,Thursday,False
Spearsland,14258596,2023-09-15,10,7346.7,0,63,India,Electronics,Friday,False
Spearsland,14258596,2023-09-16,5,3673.35,0,0,Jersey,Electronics,Saturday,False
Spearsland,14258596,2023-09-17,16,11754.72,0,43,Benin,Electronics,Sunday,False
Spearsland,14258596,2023-09-18,7,5142.69,0,79,Italy,Electronics,Monday,False
Spearsland,14258596,2023-09-19,6,4408.02,0,78,Dominican Republic,Electronics,Tuesday,False
Spearsland,14258596,2023-09-20,4,2938.68,0,0,Bolivia,Electronics,Wednesday,False
Spearsland,14258596,2023-09-21,6,4408.02,0,0,Norfolk Island,Electronics,Thursday,False
Spearsland,14258596,2023-09-22,7,5142.69,0,0,Palau,Electronics,Friday,False
Spearsland,14258596,2023-09-23,5,3306.02,10,104,Bermuda,Electronics,Saturday,False
Spearsland,14258596,2023-09-24,10,7346.7,0,135,Qatar,Electronics,Sunday,False
Spearsland,14258596,2023-09-25,12,8816.04,0,68,Cayman Islands,Electronics,Monday,False
Spearsland,14258596,2023-09-26,9,6612.03,0,0,Slovenia,Electronics,Tuesday,False
Spearsland,14258596,2023-09-27,10,6244.7,15,112,Burkina Faso,Electronics,Wednesday,False
Spearsland,14258596,2023-09-28,4,2938.68,0,154,Indonesia,Electronics,Thursday,False
Spearsland,14258596,2023-09-29,1,734.67,0,79,Guinea-Bissau,Electronics,Friday,False
Spearsland,14258596,2023-09-30,9,5289.62,20,152,Bahrain,Electronics,Saturday,False
Spearsland,14258596,2023-10-01,8,5877.36,0,97,Isle of Man,Electronics,Sunday,False
Spearsland,14258596,2023-10-02,19,13958.73,0,0,Kuwait,Electronics,Monday,False
Spearsland,14258596,2023-10-03,14,10285.38,0,24,Morocco,Electronics,Tuesday,False
Spearsland,14258596,2023-10-04,18,13224.06,0,0,Vanuatu,Electronics,Wednesday,False
Spearsland,14258596,2023-10-05,16,11166.98,5,0,Pitcairn Islands,Electronics,Thursday,False
Spearsland,14258596,2023-10-06,3,2204.01,0,9,Tokelau,Electronics,Friday,False
Spearsland,14258596,2023-10-07,8,4701.89,20,0,Suriname,Electronics,Saturday,False
Spearsland,14258596,2023-10-08,4,2497.88,15,0,Heard Island and McDonald Islands,Electronics,Sunday,False
Spearsland,14258596,2023-10-09,14,10285.38,0,0,Uganda,Electronics,Monday,False
Spearsland,14258596,2023-10-10,5,3673.35,0,0,Afghanistan,Electronics,Tuesday,False
Spearsland,14258596,2023-10-11,10,7346.7,0,0,Congo,Electronics,Wednesday,False
Spearsland,14258596,2023-10-12,7,5142.69,0,168,Turkey,Electronics,Thursday,False
Spearsland,14258596,2023-10-13,12,8816.04,0,28,Holy See (Vatican City State),Electronics,Friday,False
Spearsland,14258596,2023-10-14,19,13958.73,0,0,Brazil,Electronics,Saturday,False
Spearsland,14258596,2023-10-15,0,0.0,0,163,Niger,Electronics,Sunday,False
Spearsland,14258596,2023-10-16,14,10285.38,0,0,Latvia,Electronics,Monday,False
Spearsland,14258596,2023-10-17,10,5877.36,20,0,Sudan,Electronics,Tuesday,False
Spearsland,14258596,2023-10-18,5,3673.35,0,0,Belize,Electronics,Wednesday,False
Spearsland,14258596,2023-10-19,5,3306.02,10,107,Dominica,Electronics,Thursday,False
Spearsland,14258596,2023-10-20,7,5142.69,0,0,Eritrea,Electronics,Friday,False
Spearsland,14258596,2023-10-21,8,5877.36,0,0,Ecuador,Electronics,Saturday,False
Spearsland,14258596,2023-10-22,15,11020.05,0,0,Croatia,Electronics,Sunday,False
Spearsland,14258596,2023-10-23,9,6612.03,0,96,Samoa,Electronics,Monday,False
Spearsland,14258596,2023-10-24,18,11901.65,10,0,Martinique,Electronics,Tuesday,False
Spearsland,14258596,2023-10-25,5,3673.35,0,0,Denmark,Electronics,Wednesday,False
Spearsland,14258596,2023-10-26,5,3122.35,15,106,Aruba,Electronics,Thursday,False
Spearsland,14258596,2023-10-27,14,8742.57,15,0,Timor-Leste,Electronics,Friday,False
Spearsland,14258596,2023-10-28,8,4995.76,15,0,Dominican Republic,Electronics,Saturday,False
Spearsland,14258596,2023-10-29,15,9918.04,10,67,Benin,Electronics,Sunday,False
Spearsland,14258596,2023-10-30,18,10579.25,20,0,United States Minor Outlying Islands,Electronics,Monday,False
Spearsland,14258596,2023-10-31,9,6612.03,0,0,Maldives,Electronics,Tuesday,False
Spearsland,14258596,2023-11-01,9,6612.03,0,0,Niger,Electronics,Wednesday,False
Spearsland,14258596,2023-11-02,7,4114.15,20,0,Saint Barthelemy,Electronics,Thursday,False
Spearsland,14258596,2023-11-03,10,6244.7,15,146,Suriname,Electronics,Friday,False
Spearsland,14258596,2023-11-04,10,7346.7,0,0,Turkmenistan,Electronics,Saturday,False
Spearsland,14258596,2023-11-05,10,7346.7,0,0,Moldova,Electronics,Sunday,False
Spearsland,14258596,2023-11-06,10,5877.36,20,58,Tonga,Electronics,Monday,False
Spearsland,14258596,2023-11-07,5,3673.35,0,98,Pitcairn Islands,Electronics,Tuesday,False
Spearsland,14258596,2023-11-08,10,7346.7,0,0,Macao,Electronics,Wednesday,False
Spearsland,14258596,2023-11-09,16,11754.72,0,0,Guinea-Bissau,Electronics,Thursday,False
Spearsland,14258596,2023-11-10,5,3673.35,0,128,Sudan,Electronics,Friday,False
Spearsland,14258596,2023-11-11,4,2938.68,0,141,Kuwait,Electronics,Saturday,False
Spearsland,14258596,2023-11-12,6,4408.02,0,0,Trinidad and Tobago,Electronics,Sunday,False
Spearsland,14258596,2023-11-13,7,5142.69,0,0,Bahamas,Electronics,Monday,False
Spearsland,14258596,2023-11-14,1,661.2,10,0,Lebanon,Electronics,Tuesday,False
Spearsland,14258596,2023-11-15,5,3673.35,0,0,Gibraltar,Electronics,Wednesday,False
Spearsland,14258596,2023-11-16,7,5142.69,0,115,Sweden,Electronics,Thursday,False
Spearsland,14258596,2023-11-17,9,6612.03,0,0,United States Virgin Islands,Electronics,Friday,False
Spearsland,14258596,2023-11-18,6,4408.02,0,0,Nicaragua,Electronics,Saturday,False
Spearsland,14258596,2023-11-19,8,4995.76,15,0,Brazil,Electronics,Sunday,False
Spearsland,14258596,2023-11-20,9,6612.03,0,0,Burundi,Electronics,Monday,False
Spearsland,14258596,2023-11-21,9,6612.03,0,0,Brazil,Electronics,Tuesday,False
Spearsland,14258596,2023-11-22,1,734.67,0,58,Grenada,Electronics,Wednesday,False
Spearsland,14258596,2023-11-23,12,8816.04,0,0,Oman,Electronics,Thursday,False
Spearsland,14258596,2023-11-24,2,1469.34,0,0,Belize,Electronics,Friday,True
Spearsland,14258596,2023-11-25,17,12489.39,0,122,Saint Pierre and Miquelon,Electronics,Saturday,False
Spearsland,14258596,2023-11-26,19,13958.73,0,90,Antarctica (the territory South of 60 deg S),Electronics,Sunday,False
Spearsland,14258596,2023-11-27,14,10285.38,0,0,Syrian Arab Republic,Electronics,Monday,False
Spearsland,14258596,2023-11-28,14,9256.84,10,0,Montserrat,Electronics,Tuesday,False
Spearsland,14258596,2023-11-29,10,5877.36,20,61,Germany,Electronics,Wednesday,False
Spearsland,14258596,2023-11-30,10,7346.7,0,0,Malta,Electronics,Thursday,False
Spearsland,14258596,2023-12-01,12,8375.24,5,94,Paraguay,Electronics,Friday,False
Spearsland,14258596,2023-12-02,15,11020.05,0,183,Brunei Darussalam,Electronics,Saturday,False
Spearsland,14258596,2023-12-03,12,8816.04,0,0,Mauritania,Electronics,Sunday,False
Spearsland,14258596,2023-12-04,9,6612.03,0,0,Swaziland,Electronics,Monday,False
Spearsland,14258596,2023-12-05,7,5142.69,0,0,Wallis and Futuna,Electronics,Tuesday,False
Spearsland,14258596,2023-12-06,9,6612.03,0,180,Italy,Electronics,Wednesday,False
Spearsland,14258596,2023-12-07,14,10285.38,0,18,Bahrain,Electronics,Thursday,False
Spearsland,14258596,2023-12-08,7,5142.69,0,0,Singapore,Electronics,Friday,False
Spearsland,14258596,2023-12-09,4,2938.68,0,182,Mexico,Electronics,Saturday,False
Spearsland,14258596,2023-12-10,10,7346.7,0,0,Netherlands,Electronics,Sunday,False
Spearsland,14258596,2023-12-11,12,8816.04,0,0,Dominica,Electronics,Monday,False
Spearsland,14258596,2023-12-12,5,3673.35,0,80,British Indian Ocean Territory (Chagos Archipelago),Electronics,Tuesday,False
Spearsland,14258596,2023-12-13,9,6612.03,0,0,Palau,Electronics,Wednesday,False
Spearsland,14258596,2023-12-14,16,11754.72,0,60,Nauru,Electronics,Thursday,False
Spearsland,14258596,2023-12-15,10,5877.36,20,0,Ukraine,Electronics,Friday,False
Spearsland,14258596,2023-12-16,17,12489.39,0,0,Algeria,Electronics,Saturday,False
Spearsland,14258596,2023-12-17,28,20570.76,0,0,Belarus,Electronics,Sunday,False
Spearsland,14258596,2023-12-18,3,2204.01,0,64,Equatorial Guinea,Electronics,Monday,False
Spearsland,14258596,2023-12-19,5,3673.35,0,99,India,Electronics,Tuesday,False
Spearsland,14258596,2023-12-20,9,6612.03,0,190,Bahamas,Electronics,Wednesday,False
Spearsland,14258596,2023-12-21,9,5289.62,20,0,Tanzania,Electronics,Thursday,False
Spearsland,14258596,2023-12-22,5,2938.68,20,0,Switzerland,Electronics,Friday,False
Spearsland,14258596,2023-12-23,6,3526.42,20,132,Libyan Arab Jamahiriya,Electronics,Saturday,False
Spearsland,14258596,2023-12-24,19,13958.73,0,97,Cook Islands,Electronics,Sunday,False
Spearsland,14258596,2023-12-25,32,22333.97,5,179,Heard Island and McDonald Islands,Electronics,Monday,True
Spearsland,14258596,2023-12-26,7,5142.69,0,0,Jersey,Electronics,Tuesday,False
Spearsland,14258596,2023-12-27,5,3673.35,0,133,Georgia,Electronics,Wednesday,False
Spearsland,14258596,2023-12-28,16,11754.72,0,0,Swaziland,Electronics,Thursday,False
Spearsland,14258596,2023-12-29,7,5142.69,0,0,Venezuela,Electronics,Friday,False
Spearsland,14258596,2023-12-30,17,12489.39,0,0,Dominica,Electronics,Saturday,False
Spearsland,14258596,2023-12-31,21,12342.46,20,139,Faroe Islands,Electronics,Sunday,False
Spearsland,14258596,2024-01-01,4,2350.94,20,139,Mozambique,Electronics,Monday,False
Spearsland,34875230,2022-01-01,14,8437.38,0,0,Sri Lanka,Groceries,Saturday,False
Spearsland,34875230,2022-01-02,4,2410.68,0,0,Sweden,Groceries,Sunday,False
Spearsland,34875230,2022-01-03,9,4610.43,15,138,Liberia,Groceries,Monday,False
Spearsland,34875230,2022-01-04,2,1205.34,0,0,Senegal,Groceries,Tuesday,False
Spearsland,34875230,2022-01-05,4,2410.68,0,0,Cyprus,Groceries,Wednesday,False
Spearsland,34875230,2022-01-06,1,602.67,0,110,Saint Martin,Groceries,Thursday,False
Spearsland,34875230,2022-01-07,4,2410.68,0,170,Sweden,Groceries,Friday,False
Spearsland,34875230,2022-01-08,0,0.0,0,0,Botswana,Groceries,Saturday,False
Spearsland,34875230,2022-01-09,7,4218.69,0,118,Cyprus,Groceries,Sunday,False
Spearsland,34875230,2022-01-10,9,5152.83,5,190,Puerto Rico,Groceries,Monday,False
Spearsland,34875230,2022-01-11,8,4821.36,0,0,Cocos (Keeling) Islands,Groceries,Tuesday,False
Spearsland,34875230,2022-01-12,5,2712.02,10,0,Jersey,Groceries,Wednesday,False
Spearsland,34875230,2022-01-13,3,1808.01,0,43,Netherlands,Groceries,Thursday,False
Spearsland,34875230,2022-01-14,8,4098.16,15,0,Tajikistan,Groceries,Friday,False
Spearsland,34875230,2022-01-15,4,2410.68,0,92,Lebanon,Groceries,Saturday,False
Spearsland,34875230,2022-01-16,9,5424.03,0,78,United Kingdom,Groceries,Sunday,False
Spearsland,34875230,2022-01-17,1,482.14,20,160,Angola,Groceries,Monday,False
Spearsland,34875230,2022-01-18,8,4098.16,15,0,Jersey,Groceries,Tuesday,False
Spearsland,34875230,2022-01-19,5,3013.35,0,22,Uganda,Groceries,Wednesday,False
Spearsland,34875230,2022-01-20,1,602.67,0,0,Korea,Groceries,Thursday,False
Spearsland,34875230,2022-01-21,3,1808.01,0,0,Uruguay,Groceries,Friday,False
Spearsland,34875230,2022-01-22,2,1084.81,10,71,Saint Martin,Groceries,Saturday,False
Spearsland,34875230,2022-01-23,6,3616.02,0,4,Poland,Groceries,Sunday,False
Spearsland,34875230,2022-01-24,4,1928.54,20,0,Pakistan,Groceries,Monday,False
Spearsland,34875230,2022-01-25,3,1808.01,0,0,Saint Vincent and the Grenadines,Groceries,Tuesday,False
Spearsland,34875230,2022-01-26,7,4218.69,0,124,Somalia,Groceries,Wednesday,False
Spearsland,34875230,2022-01-27,10,6026.7,0,81,Niue,Groceries,Thursday,False
Spearsland,34875230,2022-01-28,4,2049.08,15,0,Myanmar,Groceries,Friday,False
Spearsland,34875230,2022-01-29,4,2290.15,5,35,Albania,Groceries,Saturday,False
Spearsland,34875230,2022-01-30,3,1808.01,0,9,Israel,Groceries,Sunday,False
Spearsland,34875230,2022-01-31,7,4218.69,0,0,Faroe Islands,Groceries,Monday,False
Spearsland,34875230,2022-02-01,5,3013.35,0,15,Albania,Groceries,Tuesday,False
Spearsland,34875230,2022-02-02,4,2410.68,0,0,Uzbekistan,Groceries,Wednesday,False
Spearsland,34875230,2022-02-03,4,2410.68,0,139,Qatar,Groceries,Thursday,False
Spearsland,34875230,2022-02-04,7,4218.69,0,0,Guadeloupe,Groceries,Friday,False
Spearsland,34875230,2022-02-05,1,602.67,0,0,Luxembourg,Groceries,Saturday,False
Spearsland,34875230,2022-02-06,8,4821.36,0,0,Malaysia,Groceries,Sunday,False
Spearsland,34875230,2022-02-07,6,3616.02,0,0,Sao Tome and Principe,Groceries,Monday,False
Spearsland,34875230,2022-02-08,2,1205.34,0,142,Taiwan,Groceries,Tuesday,False
Spearsland,34875230,2022-02-09,8,4821.36,0,39,Togo,Groceries,Wednesday,False
Spearsland,34875230,2022-02-10,6,3616.02,0,173,Northern Mariana Islands,Groceries,Thursday,False
Spearsland,34875230,2022-02-11,8,4821.36,0,0,Tuvalu,Groceries,Friday,False
Spearsland,34875230,2022-02-12,6,3616.02,0,146,Saint Vincent and the Grenadines,Groceries,Saturday,False
Spearsland,34875230,2022-02-13,8,4821.36,0,110,French Southern Territories,Groceries,Sunday,False
Spearsland,34875230,2022-02-14,5,3013.35,0,43,Vanuatu,Groceries,Monday,False
Spearsland,34875230,2022-02-15,4,2410.68,0,168,Burundi,Groceries,Tuesday,False
Spearsland,34875230,2022-02-16,4,2410.68,0,0,Holy See (Vatican City State),Groceries,Wednesday,False
Spearsland,34875230,2022-02-17,6,3616.02,0,0,Belgium,Groceries,Thursday,False
Spearsland,34875230,2022-02-18,6,3616.02,0,87,Jordan,Groceries,Friday,False
Spearsland,34875230,2022-02-19,10,6026.7,0,101,Uruguay,Groceries,Saturday,False
Spearsland,34875230,2022-02-20,3,1808.01,0,0,Norway,Groceries,Sunday,False
Spearsland,34875230,2022-02-21,4,2410.68,0,18,Svalbard & Jan Mayen Islands,Groceries,Monday,False
Spearsland,34875230,2022-02-22,5,3013.35,0,30,Cape Verde,Groceries,Tuesday,False
Spearsland,34875230,2022-02-23,3,1808.01,0,0,Italy,Groceries,Wednesday,False
Spearsland,34875230,2022-02-24,12,7232.04,0,0,Hong Kong,Groceries,Thursday,False
Spearsland,34875230,2022-02-25,8,4339.22,10,167,Egypt,Groceries,Friday,False
Spearsland,34875230,2022-02-26,7,4218.69,0,0,Venezuela,Groceries,Saturday,False
Spearsland,34875230,2022-02-27,4,2410.68,0,84,Benin,Groceries,Sunday,False
Spearsland,34875230,2022-02-28,3,1808.01,0,0,Chad,Groceries,Monday,False
Spearsland,34875230,2022-03-01,11,6629.37,0,187,Haiti,Groceries,Tuesday,False
Spearsland,34875230,2022-03-02,5,3013.35,0,36,Sweden,Groceries,Wednesday,False
Spearsland,34875230,2022-03-03,2,1205.34,0,0,Puerto Rico,Groceries,Thursday,False
Spearsland,34875230,2022-03-04,4,2410.68,0,66,Northern Mariana Islands,Groceries,Friday,False
Spearsland,34875230,2022-03-05,9,5424.03,0,54,Papua New Guinea,Groceries,Saturday,False
Spearsland,34875230,2022-03-06,0,0.0,0,117,Japan,Groceries,Sunday,False
Spearsland,34875230,2022-03-07,6,3616.02,0,0,Andorra,Groceries,Monday,False
Spearsland,34875230,2022-03-08,9,5424.03,0,0,Dominican Republic,Groceries,Tuesday,False
Spearsland,34875230,2022-03-09,4,2169.61,10,0,Iran,Groceries,Wednesday,False
Spearsland,34875230,2022-03-10,7,4007.76,5,0,South Georgia and the South Sandwich Islands,Groceries,Thursday,False
Spearsland,34875230,2022-03-11,7,4218.69,0,6,Barbados,Groceries,Friday,False
Spearsland,34875230,2022-03-12,4,2410.68,0,35,Indonesia,Groceries,Saturday,False
Spearsland,34875230,2022-03-13,6,3616.02,0,164,Tunisia,Groceries,Sunday,False
Spearsland,34875230,2022-03-14,6,3616.02,0,0,Venezuela,Groceries,Monday,False
Spearsland,34875230,2022-03-15,8,4821.36,0,0,French Southern Territories,Groceries,Tuesday,False
Spearsland,34875230,2022-03-16,9,4339.22,20,7,Iraq,Groceries,Wednesday,False
Spearsland,34875230,2022-03-17,6,3616.02,0,0,Samoa,Groceries,Thursday,False
Spearsland,34875230,2022-03-18,5,3013.35,0,45,Liberia,Groceries,Friday,False
Spearsland,34875230,2022-03-19,4,2410.68,0,161,Sierra Leone,Groceries,Saturday,False
Spearsland,34875230,2022-03-20,3,1446.41,20,179,French Polynesia,Groceries,Sunday,False
Spearsland,34875230,2022-03-21,3,1808.01,0,0,Thailand,Groceries,Monday,False
Spearsland,34875230,2022-03-22,3,1808.01,0,0,Lebanon,Groceries,Tuesday,False
Spearsland,34875230,2022-03-23,2,964.27,20,179,North Macedonia,Groceries,Wednesday,False
Spearsland,34875230,2022-03-24,2,1145.07,5,150,Ukraine,Groceries,Thursday,False
Spearsland,34875230,2022-03-25,4,2410.68,0,0,Dominican Republic,Groceries,Friday,False
Spearsland,34875230,2022-03-26,7,4218.69,0,0,Guam,Groceries,Saturday,False
Spearsland,34875230,2022-03-27,6,3616.02,0,0,Switzerland,Groceries,Sunday,False
Spearsland,34875230,2022-03-28,5,2862.68,5,139,Wallis and Futuna,Groceries,Monday,False
Spearsland,34875230,2022-03-29,2,1084.81,10,15,American Samoa,Groceries,Tuesday,False
Spearsland,34875230,2022-03-30,6,3616.02,0,109,Somalia,Groceries,Wednesday,False
Spearsland,34875230,2022-03-31,6,3616.02,0,0,Colombia,Groceries,Thursday,False
Spearsland,34875230,2022-04-01,4,2410.68,0,57,Malawi,Groceries,Friday,False
Spearsland,34875230,2022-04-02,8,3857.09,20,0,Germany,Groceries,Saturday,False
Spearsland,34875230,2022-04-03,7,4218.69,0,125,Guam,Groceries,Sunday,False
Spearsland,34875230,2022-04-04,6,3616.02,0,0,Estonia,Groceries,Monday,False
Spearsland,34875230,2022-04-05,8,4339.22,10,0,Georgia,Groceries,Tuesday,False
Spearsland,34875230,2022-04-06,4,2410.68,0,0,American Samoa,Groceries,Wednesday,False
Spearsland,34875230,2022-04-07,3,1808.01,0,0,Costa Rica,Groceries,Thursday,False
Spearsland,34875230,2022-04-08,7,4218.69,0,0,Guatemala,Groceries,Friday,False
Spearsland,34875230,2022-04-09,6,3616.02,0,0,Somalia,Groceries,Saturday,False
Spearsland,34875230,2022-04-10,2,1205.34,0,0,Burkina Faso,Groceries,Sunday,False
Spearsland,34875230,2022-04-11,4,2169.61,10,198,Cayman Islands,Groceries,Monday,False
Spearsland,34875230,2022-04-12,5,3013.35,0,42,Rwanda,Groceries,Tuesday,False
Spearsland,34875230,2022-04-13,8,4821.36,0,174,Cayman Islands,Groceries,Wednesday,False
Spearsland,34875230,2022-04-14,4,2410.68,0,0,Croatia,Groceries,Thursday,False
Spearsland,34875230,2022-04-15,4,2410.68,0,0,Singapore,Groceries,Friday,False
Spearsland,34875230,2022-04-16,3,1808.01,0,0,Benin,Groceries,Saturday,False
Spearsland,34875230,2022-04-17,2,1205.34,0,195,Bolivia,Groceries,Sunday,False
Spearsland,34875230,2022-04-18,3,1808.01,0,51,Kenya,Groceries,Monday,False
Spearsland,34875230,2022-04-19,7,4218.69,0,25,Niger,Groceries,Tuesday,False
Spearsland,34875230,2022-04-20,4,2410.68,0,0,Chile,Groceries,Wednesday,False
Spearsland,34875230,2022-04-21,5,3013.35,0,77,Hungary,Groceries,Thursday,False
Spearsland,34875230,2022-04-22,7,4007.76,5,0,Faroe Islands,Groceries,Friday,False
Spearsland,34875230,2022-04-23,7,4218.69,0,0,Pakistan,Groceries,Saturday,False
Spearsland,34875230,2022-04-24,3,1808.01,0,68,Ireland,Groceries,Sunday,False
Spearsland,34875230,2022-04-25,3,1808.01,0,62,Poland,Groceries,Monday,False
Spearsland,34875230,2022-04-26,9,5424.03,0,0,Poland,Groceries,Tuesday,False
Spearsland,34875230,2022-04-27,6,3616.02,0,190,Cyprus,Groceries,Wednesday,False
Spearsland,34875230,2022-04-28,6,3616.02,0,173,San Marino,Groceries,Thursday,False
Spearsland,34875230,2022-04-29,1,602.67,0,54,Slovenia,Groceries,Friday,False
Spearsland,34875230,2022-04-30,2,1205.34,0,0,Myanmar,Groceries,Saturday,False
Spearsland,34875230,2022-05-01,8,4821.36,0,10,Jamaica,Groceries,Sunday,False
Spearsland,34875230,2022-05-02,5,2862.68,5,0,Belgium,Groceries,Monday,False
